Date,Open,High,Low,Close,Adj Close,Volume
2021-04-01,4.591069221496582,4.82062292098999,4.4533371925354,4.682890892028809,4.682890892028809,43011479
2021-04-05,4.682890892028809,4.682890892028809,4.4533371925354,4.545158863067627,4.545158863067627,22124128
2021-04-06,4.545158863067627,4.7288007736206055,4.545158863067627,4.682890892028809,4.682890892028809,18657951
2021-04-07,4.774712085723877,4.774712085723877,4.591069221496582,4.636980056762695,4.636980056762695,23653516
2021-04-08,4.7288007736206055,4.7288007736206055,4.545158863067627,4.591069221496582,4.591069221496582,10129792
2021-04-09,4.591069221496582,4.7288007736206055,4.545158863067627,4.682890892028809,4.682890892028809,12782882
2021-04-12,4.545158863067627,4.591069221496582,4.22378396987915,4.315605163574219,4.315605163574219,25438822
2021-04-13,4.269693851470947,4.499248027801514,4.269693851470947,4.4533371925354,4.4533371925354,10556134
2021-04-15,4.407426834106445,4.4533371925354,4.269693851470947,4.315605163574219,4.315605163574219,15180699
2021-04-16,4.315605163574219,4.4533371925354,4.269693851470947,4.361515998840332,4.361515998840332,7510576
2021-04-19,4.22378396987915,4.269693851470947,4.0401411056518555,4.086051940917969,4.086051940917969,15077829
2021-04-20,4.131961822509766,4.361515998840332,4.131961822509766,4.177873134613037,4.177873134613037,13150337
2021-04-22,4.177873134613037,4.269693851470947,4.131961822509766,4.177873134613037,4.177873134613037,8877223
2021-04-23,4.177873134613037,4.22378396987915,4.086051940917969,4.131961822509766,4.131961822509766,6690072
2021-04-26,4.131961822509766,4.315605163574219,4.131961822509766,4.315605163574219,4.315605163574219,9876194
2021-04-27,4.315605163574219,4.4533371925354,4.315605163574219,4.361515998840332,4.361515998840332,11714424
2021-04-28,4.407426834106445,4.407426834106445,4.315605163574219,4.315605163574219,4.315605163574219,7125352
2021-04-29,4.361515998840332,4.407426834106445,4.22378396987915,4.22378396987915,4.22378396987915,9109414
2021-04-30,4.22378396987915,4.636980056762695,4.131961822509766,4.407426834106445,4.407426834106445,37632968
2021-05-03,4.361515998840332,4.774712085723877,4.315605163574219,4.7288007736206055,4.7288007736206055,32498391
2021-05-04,4.774712085723877,4.866534233093262,4.591069221496582,4.636980056762695,4.636980056762695,23437734
2021-05-05,4.636980056762695,4.774712085723877,4.591069221496582,4.636980056762695,4.636980056762695,9692852
2021-05-06,4.682890892028809,4.682890892028809,4.545158863067627,4.591069221496582,4.591069221496582,10552099
2021-05-07,4.636980056762695,4.7288007736206055,4.591069221496582,4.682890892028809,4.682890892028809,10119832
2021-05-10,4.7288007736206055,5.141997814178467,4.7288007736206055,5.141997814178467,5.141997814178467,47643745
2021-05-11,5.187908172607422,5.64701509475708,5.05017614364624,5.64701509475708,5.64701509475708,206455108
2021-05-12,5.784748077392578,5.830657958984375,5.187908172607422,5.233819007873535,5.233819007873535,94671909
2021-05-14,5.32564115524292,5.41746187210083,5.0960869789123535,5.187908172607422,5.187908172607422,27888490
2021-05-17,5.233819007873535,5.279729843139648,5.05017614364624,5.0960869789123535,5.0960869789123535,18747593
2021-05-18,5.141997814178467,5.187908172607422,5.05017614364624,5.0960869789123535,5.0960869789123535,19241549
2021-05-19,5.0960869789123535,5.233819007873535,5.05017614364624,5.141997814178467,5.141997814178467,12429271
2021-05-20,5.187908172607422,5.187908172607422,5.05017614364624,5.05017614364624,5.05017614364624,12368618
2021-05-21,5.0960869789123535,5.0960869789123535,4.958354949951172,5.004265785217285,5.004265785217285,19435482
2021-05-24,5.004265785217285,5.05017614364624,4.912444114685059,5.004265785217285,5.004265785217285,26658522
2021-05-25,5.05017614364624,5.05017614364624,4.958354949951172,4.958354949951172,4.958354949951172,21524109
2021-05-26,4.958354949951172,5.41746187210083,4.912444114685059,5.41746187210083,5.41746187210083,60645197
2021-05-27,5.555193901062012,5.64701509475708,5.141997814178467,5.279729843139648,5.279729843139648,66088819
2021-05-28,5.32564115524292,5.371551036834717,5.187908172607422,5.233819007873535,5.233819007873535,26551384
